round,average weight differences,train losses,test losses,test accuracies,average AUCs,Kappas
1,0,1.1736010618507862,0.24724474753543832,0.014114999999999999,0.052286111111111123,0.0045722222222222214
2,0,0.9551217676326633,0.27354858468292625,0.015493999999999999,0.05305222222222221,0.006104444444444445
3,0,0.8146577459201216,0.27964587782598604,0.016265,0.05348055555555555,0.00696111111111111
4,0,0.925937974471599,0.27613032252165925,0.016128999999999998,0.053405,0.006810000000000001
5,0,0.7132103089429439,0.3293402815168831,0.015363999999999997,0.052980000000000006,0.00596
6,0,0.6651568426098675,0.31731314366030844,0.015517999999999999,0.05306555555555555,0.006131111111111111
7,0,0.606318339528516,0.290767827269378,0.015986000000000004,0.05332555555555556,0.00665111111111111
8,0,0.5825846790336073,0.2711987993443848,0.018038000000000002,0.05446555555555556,0.008931111111111112
9,0,0.5553179438412189,0.29328217173837545,0.016720000000000002,0.05373333333333334,0.007466666666666666
10,0,0.4432746143918485,0.297288752619628,0.017672,0.054262222222222226,0.008524444444444444
11,0,0.5134738076711074,0.3163738392264979,0.015331999999999998,0.05296222222222222,0.005924444444444443
12,0,0.39110904335975655,0.3087618715596047,0.016867,0.05381499999999999,0.0076300000000000005
13,0,0.4644640504848212,0.34935425499442274,0.016508000000000002,0.05361555555555555,0.007231111111111109
14,0,0.44017402931116517,0.3795970649324405,0.015704000000000003,0.05316888888888889,0.006337777777777778
15,0,0.39629207022022456,0.48471614950022124,0.015231,0.05290611111111111,0.005812222222222223
16,0,0.46254853423684833,0.48027143791223026,0.014086999999999999,0.052270555555555556,0.004541111111111111
17,0,0.3658012879826128,0.44008757174394697,0.014909999999999998,0.052727777777777776,0.0054555555555555555
18,0,0.3693565012491308,0.4437357899185958,0.014791000000000002,0.052661666666666676,0.0053233333333333336
19,0,0.3864532678341493,0.5151050321767284,0.01378,0.0521,0.0042
20,0,0.33573406951036305,0.4762580358146861,0.014801,0.05266722222222222,0.0053344444444444455
21,0,0.3670813344581984,0.3917270401177133,0.015550999999999999,0.05308388888888889,0.006167777777777776
22,0,0.30166833025403317,0.5639584001006595,0.015298,0.05294333333333333,0.005886666666666666
23,0,0.32091769712977114,0.4943955859257157,0.014407,0.05244833333333334,0.004896666666666666
24,0,0.29896490507293494,0.41678300837802273,0.015275,0.05293055555555556,0.005861111111111111
25,0,0.33056078482652085,0.448152370878086,0.015334,0.05296333333333334,0.005926666666666665
26,0,0.36365901896962904,0.7892559050906234,0.013962000000000002,0.05220111111111112,0.004402222222222222
27,0,0.2950910818157717,0.5988991488317017,0.014054,0.052252222222222214,0.004504444444444445
28,0,0.31782473762519653,0.6602173835001175,0.013492,0.05194000000000001,0.00388
29,0,0.24775094015989452,0.7243162240799823,0.015883,0.05326833333333332,0.006536666666666668
30,0,0.23289957357337698,0.4435322805574745,0.015118000000000003,0.05284333333333333,0.005686666666666666
31,0,0.2522490123775788,0.6715054369883932,0.013042999999999999,0.05169055555555555,0.003381111111111111
32,0,0.2981560872832779,0.737433247323249,0.014603000000000001,0.05255722222222222,0.005114444444444444
33,0,0.3065285619092174,0.6447139643407931,0.012906999999999998,0.051615,0.0032299999999999994
34,0,0.2752435897034593,0.6736950585492856,0.013843,0.052135,0.00427
35,0,0.25153148161130956,0.7060425546822275,0.012906,0.05161444444444444,0.003228888888888888
36,0,0.20315934305544942,0.5040442699080059,0.014284999999999997,0.05238055555555556,0.004761111111111112
37,0,0.29857115628896286,0.671012736596879,0.014159,0.05231055555555556,0.0046211111111111106
38,0,0.22433039166033267,0.5072317953322345,0.015635,0.05313055555555557,0.006261111111111111
39,0,0.21290590504417195,0.5287933772232882,0.014243,0.052357222222222236,0.004714444444444445
40,0,0.26827247962355616,0.7486304942361869,0.013516999999999998,0.05195388888888889,0.003907777777777779
41,0,0.23411634057643824,0.7122498709077288,0.014538,0.052521111111111116,0.005042222222222222
42,0,0.26146101551014006,0.7030317449114126,0.013279999999999997,0.05182222222222223,0.0036444444444444445
43,0,0.25455859474954196,0.948962233780296,0.013176000000000002,0.051764444444444446,0.0035288888888888883
44,0,0.254844157017069,0.5633644979167137,0.014850000000000002,0.05269444444444443,0.005388888888888889
45,0,0.21407721196766943,0.6197380818075435,0.014412,0.052451111111111115,0.004902222222222223
46,0,0.20897754327510482,0.6945238840655916,0.012559,0.051421666666666664,0.002843333333333333
47,0,0.20159898082143624,0.5714155433436107,0.013530999999999998,0.05196166666666667,0.003923333333333334
48,0,0.22275669261696746,0.6100994162043188,0.014028999999999996,0.052238333333333345,0.004476666666666666
49,0,0.20399123551440423,0.6794318312748222,0.015248000000000001,0.05291555555555556,0.005831111111111111
50,0,0.224199349937262,0.7025094249142205,0.014173,0.05231833333333332,0.004636666666666666
51,0,0.21117300251848065,0.9189214728592306,0.01334,0.051855555555555544,0.0037111111111111116
52,0,0.15567056113213765,0.5339799296020702,0.014752999999999999,0.052640555555555545,0.0052811111111111106
53,0,0.18048689668416046,0.7077967747305609,0.01424,0.05235555555555556,0.004711111111111112
54,0,0.2304974147659959,0.7505409790907696,0.013904,0.05216888888888889,0.004337777777777778
55,0,0.23074353168718517,0.5444782457382057,0.014703000000000003,0.05261277777777777,0.0052255555555555545
56,0,0.21840714502264746,1.0853707147707605,0.012815000000000002,0.051563888888888895,0.003127777777777778
57,0,0.19530789181822908,0.9612087614824819,0.012887,0.051603888888888894,0.0032077777777777773
58,0,0.14820122068165803,0.5311094618602923,0.016358,0.05353222222222222,0.007064444444444444
59,0,0.1500140742014628,0.7223141991408767,0.014405999999999999,0.052447777777777774,0.004895555555555555
60,0,0.17580244480224794,0.561208468880623,0.015234000000000001,0.05290777777777779,0.005815555555555555
61,0,0.21817727893881966,0.7297919470793123,0.013215,0.05178611111111111,0.0035722222222222223
62,0,0.23546887797769162,0.6833134036458981,0.013807999999999997,0.05211555555555556,0.004231111111111111
63,0,0.20378850981360302,0.612865668618755,0.013130999999999999,0.051739444444444435,0.003478888888888888
64,0,0.20578954812139272,0.8550179786591015,0.013607999999999999,0.05200444444444445,0.004008888888888889
65,0,0.1815289858408505,0.7377818546325539,0.013220000000000004,0.051788888888888884,0.0035777777777777782
66,0,0.1940706701599993,0.8579928018484904,0.013127000000000003,0.05173722222222221,0.0034744444444444454
67,0,0.18823813078575766,0.7698794087786583,0.013368,0.05187111111111111,0.0037422222222222223
68,0,0.16136597288947085,0.8797072013320436,0.013182,0.05176777777777779,0.003535555555555555
69,0,0.17195574251760265,0.8158209846429765,0.013281000000000001,0.05182277777777779,0.003645555555555556
70,0,0.1740095291635953,0.9110271797058689,0.013264999999999999,0.051813888888888895,0.003627777777777777
71,0,0.15194798435375562,0.8009339578592094,0.013882,0.052156666666666664,0.004313333333333332
72,0,0.16567453687603118,0.8196240304685702,0.014909999999999998,0.052727777777777776,0.005455555555555555
73,0,0.18083248076960443,0.7772820409392096,0.014265999999999997,0.05237000000000001,0.004739999999999999
74,0,0.16474589900986758,0.7969795205334949,0.013141999999999997,0.05174555555555556,0.0034911111111111115
75,0,0.1589178130059736,0.842023449232624,0.013011,0.051672777777777776,0.0033455555555555556
76,0,0.16785276611102742,0.6988986383274103,0.014427,0.05245944444444445,0.0049188888888888884
77,0,0.1626385578454938,0.749522470015629,0.014430000000000002,0.05246111111111111,0.004922222222222222
78,0,0.1368075252126437,0.5978746554957832,0.013557,0.05197611111111111,0.003952222222222223
79,0,0.15666899692965672,0.6574371890960985,0.015401000000000001,0.053000555555555565,0.006001111111111112
80,0,0.15297190820041578,0.7486766922094259,0.013443,0.05191277777777777,0.0038255555555555556
81,0,0.166412502846797,0.9387061307688427,0.014987,0.05277055555555556,0.0055411111111111095
82,0,0.1716832353489008,0.6172596058724032,0.014806000000000003,0.052669999999999995,0.005339999999999999
83,0,0.15786827658652328,0.6783759961766043,0.012820999999999999,0.05156722222222223,0.003134444444444444
84,0,0.16400358333543408,0.6270844842673866,0.013456000000000001,0.05192,0.0038400000000000005
85,0,0.16979907955566884,0.623034705629774,0.014598,0.052554444444444445,0.0051088888888888885
86,0,0.15357431276876016,0.7095196784225999,0.013494999999999998,0.051941666666666664,0.0038833333333333346
87,0,0.144758887742646,0.6234102280124738,0.013808999999999998,0.052116111111111106,0.004232222222222222
88,0,0.13967539427336303,0.7662650547513536,0.014324,0.05240222222222222,0.0048044444444444445
89,0,0.11320280971645842,0.6425643677924089,0.015750999999999998,0.05319499999999999,0.006389999999999998
90,0,0.16910176133475033,0.6807988074023252,0.01272,0.051511111111111105,0.0030222222222222217
91,0,0.1679146082268562,0.9890206527102524,0.012522000000000002,0.051401111111111106,0.0028022222222222216
92,0,0.11354328834859191,0.7052435290737515,0.015246,0.05291444444444445,0.005828888888888888
93,0,0.1697871923155617,0.717184933583448,0.014599,0.052555,0.005109999999999999
94,0,0.13902903264679484,0.686195851177167,0.015611999999999997,0.053117777777777785,0.006235555555555554
95,0,0.14270325785095336,0.6912988183756542,0.013927,0.05218166666666667,0.0043633333333333345
96,0,0.1730312716332264,0.7004971044534332,0.013728,0.05207111111111111,0.004142222222222222
97,0,0.15231463681615423,0.7922207498398557,0.012802,0.05155666666666665,0.003113333333333333
98,0,0.1650910282001132,0.6244990296576434,0.014977,0.05276499999999999,0.00553
99,0,0.14633736683172174,0.8807667371270004,0.014128000000000002,0.052293333333333324,0.004586666666666665
100,0,0.12152302034781312,0.6299527264400653,0.015339000000000002,0.0529661111111111,0.005932222222222222
101,0,0.1544640292529948,0.8278305536622452,0.013055,0.05169722222222223,0.003394444444444443
102,0,0.14355669550714084,0.9973989316308574,0.013340000000000001,0.051855555555555544,0.0037111111111111108
103,0,0.1284815464145504,0.7430268803068028,0.014431000000000003,0.05246166666666667,0.004923333333333333
104,0,0.14190130191796926,0.7603923802618768,0.013916000000000001,0.05217555555555555,0.004351111111111109
105,0,0.11460362565878313,0.988140073080731,0.013142999999999998,0.05174611111111112,0.003492222222222223
106,0,0.14409642078215254,0.7856894619905265,0.014632000000000001,0.05257333333333334,0.0051466666666666674
107,0,0.1406885737151606,0.8169593136173905,0.015794999999999997,0.05321944444444445,0.00643888888888889
108,0,0.15361695764237082,0.846992610351295,0.013243999999999997,0.051802222222222236,0.003604444444444444
109,0,0.13110854592116084,0.6505183944125085,0.014229,0.05234944444444445,0.00469888888888889
110,0,0.12377795119420627,0.7894631675094556,0.013056000000000002,0.05169777777777777,0.0033955555555555557
111,0,0.11737000830820761,0.8761123452216957,0.014323000000000002,0.052401666666666666,0.004803333333333333
112,0,0.11130618874391077,0.5353452666853643,0.014822999999999998,0.05267944444444443,0.005358888888888889
113,0,0.12605351069476456,0.895277822412503,0.013919999999999998,0.05217777777777778,0.004355555555555555
114,0,0.13001641302835193,0.7403628839656806,0.014221000000000001,0.05234499999999999,0.00469
115,0,0.13217676758533345,0.6756382166807817,0.013530999999999998,0.05196166666666666,0.0039233333333333325
116,0,0.12393142319633625,0.8226351171086547,0.013646000000000002,0.05202555555555556,0.0040511111111111095
117,0,0.13629250667116138,0.7634141330354534,0.013882,0.052156666666666664,0.004313333333333334
118,0,0.12229911236063344,0.730056971941784,0.013990999999999998,0.05221722222222221,0.004434444444444444
119,0,0.10337260299653281,0.5964336284862202,0.014235000000000001,0.05235277777777777,0.004705555555555555
120,0,0.12090029512590264,0.6627234786634991,0.014493999999999998,0.05249666666666666,0.004993333333333334
121,0,0.10703653468284755,0.7175200545256305,0.015278,0.05293222222222223,0.005864444444444445
122,0,0.11935418551729526,0.6327978580620637,0.014712999999999999,0.052618333333333336,0.005236666666666667
123,0,0.1030341235891683,0.6266853426368373,0.014111999999999996,0.052284444444444446,0.004568888888888889
124,0,0.12524586044281022,0.8136556111323605,0.014988000000000001,0.052771111111111116,0.005542222222222223
125,0,0.10584866077464541,0.7353313177558267,0.013647000000000003,0.05202611111111112,0.004052222222222222
126,0,0.1014333586662542,0.5900146386425964,0.014877999999999999,0.05271,0.0054199999999999995
127,0,0.10444532093970338,0.6511757835916653,0.014238,0.05235444444444444,0.004708888888888888
128,0,0.10349856802757132,0.764278465608123,0.013778999999999996,0.05209944444444444,0.004198888888888889
129,0,0.1018856766540557,0.6859774290831984,0.014488000000000001,0.052493333333333336,0.004986666666666665
130,0,0.11712584529072045,0.6777464746669599,0.013545999999999997,0.051969999999999995,0.003940000000000001
131,0,0.10416292526730105,0.8585617238397052,0.014640999999999998,0.05257833333333334,0.005156666666666667
132,0,0.1237914320436539,0.6231285533783544,0.013930000000000001,0.05218333333333334,0.004366666666666666
133,0,0.10199575584440028,0.8211926242955931,0.013335,0.05185277777777777,0.003705555555555555
134,0,0.11397217045538129,0.9628403711167112,0.014270999999999997,0.05237277777777777,0.004745555555555557
135,0,0.10652935974270805,0.655278931468915,0.014684,0.05260222222222223,0.005204444444444444
136,0,0.0857140796398744,0.6420545789998047,0.015685,0.05315833333333333,0.0063166666666666675
137,0,0.10692853894754081,0.7399527882618508,0.013716,0.05206444444444445,0.0041288888888888885
138,0,0.11306332556065171,0.7832687803134796,0.014655999999999999,0.05258666666666667,0.005173333333333334
139,0,0.11003877444629326,0.9253214790259197,0.013569000000000001,0.05198277777777778,0.0039655555555555555
140,0,0.11605812378606059,0.846500206327742,0.012979,0.05165499999999999,0.0033099999999999996
141,0,0.11172108036262215,0.749875727307265,0.014016999999999998,0.052231666666666655,0.004463333333333333
142,0,0.09813882886926875,0.8436497256710271,0.01336,0.05186666666666666,0.0037333333333333337
143,0,0.10137451661401427,0.7068377200509334,0.014124999999999999,0.052291666666666646,0.004583333333333333
144,0,0.10497747761401117,0.8465559695328878,0.014631000000000002,0.05257277777777779,0.005145555555555555
145,0,0.10171311880811115,0.6770972806025464,0.015064999999999999,0.05281388888888888,0.0056277777777777776
146,0,0.08586553704488324,0.6573432383567663,0.016412,0.05356222222222222,0.0071244444444444445
147,0,0.11433707701100501,1.1206206387319382,0.014740999999999999,0.05263388888888889,0.005267777777777778
148,0,0.10839066836459096,0.7759439389568986,0.015124999999999996,0.05284722222222221,0.005694444444444445
149,0,0.10659610620408784,1.0379257992270645,0.013813,0.05211833333333334,0.004236666666666667
150,0,0.1044442860377603,0.6325692283879419,0.014229,0.05234944444444445,0.00469888888888889
